	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90
1	0.737934974695046	0.61091953849682	0.0997667967893607	0.473887455977893	0.900684218041722	0.682683794438706	0.898067662829417	0.456765393738877	0.8604014760837	0.806904476258653	0.710788240778219	0.820645879051938	0.754336730809462	0.722040530346328	0.34463772853704	0.431680721994054	0.285377120289172	0.365771162677177	0.123155795923456	0.441657555327093	0.949930466921456	0.527362627381592	0.74346646055609	0.0354207620231616	0.866439304022463	0.646976207470789	0.913737051093601	0.464372048101693	0.449323645837616	0.430799954399776	0.74201459179726	0.483949548719114	0.713430297772577	0.776662960903633	0.854848882660351	0.932787349614979	0.882686987587267	0.0739958985106868	0.891067017999137	0.388206662240143	0.283556012531756	0.30750498108813	0.532594535380576	0.53114839562406	0.907429495431547	0.878840736995883	0.652797803065929	0.744115559113343	0.834378286357444	0.896047839785229	0.0797479766823969	0.827287109151663	0.890912788975189	0.456601964514556	0.443957917877495	0.54627102987185	0.743409586878657	0.375333518876785	0.519604874760051	0.0779676780909523	0.844011178720806	0.728607872507302	0.55644581629729	0.922761346238589	0.485389007388096	0.93766547406744	0.143187445601959	0.566526902801705	0.447786272482473	0.841764906762163	0.944133328261117	0.976171846420196	0.68502630649131	0.350647514544443	0.572002408622997	0.714725683054385	0.514729107551318	0.681639353989828	0.716317623875105	0.391810091236403	0.86511568971227	0.813669930709669	0.890857507854291	0.852196309134974	0.375864786751025	0.962275800300637	0.82081590109066	0.427940810000145	0.624991464421553	0.62177253474223
2	0.497968747847823	0.708515150944531	0.854317086315929	0.664779184601107	0.36348016786755	0.775781352725267	0.521177890926312	0.949848089243493	0.85812099650222	0.402726814856242	0.94687105611323	0.57683115030547	0.890116888220207	0.633605542874416	0.938740490609626	0.881054062093412	0.710686067665507	0.854792027521696	0.894657248541682	0.831576263365739	0.708670539945535	0.727404970000729	0.914274613272114	0.84291293966336	0.485527152557625	0.543745732765988	0.18383905255794	0.753717677373255	0.687998942416929	0.865309895562655	0.797053648359952	0.703830605046746	0.558244675825137	0.518053456466699	0.30932673742879	0.44950328316002	0.670745475565155	0.965410581252327	0.413637973368891	0.936994066888848	0.647618648312718	0.849065616001691	0.95067982607223	0.772513955590364	0.680105708668733	0.690056016303397	0.852515512592449	0.584687253395781	0.82523949339185	0.843697510389135	0.923399733520897	0.512234890530358	0.616196357855143	0.468154055787643	0.808336973721037	0.869886496520375	0.393503826487714	0.910485331001668	0.944086006291877	0.786579941867287	0.890971268629572	0.612501035172074	0.412043608658243	0.416766580884881	0.668766251606196	0.218502896402112	0.731695041939471	0.590748395080078	0.534998336597161	0.336409622095007	0.798595196919893	0.865775963202326	0.922846260648061	0.597405410134402	0.734131480371474	0.524907171962364	0.622414882797933	0.828225403447854	0.70865893950868	0.93257578962933	0.832185357361021	0.572953189921575	0.786501967906014	0.898603659354311	0.801423052312676	0.853238689762386	0.892989992526592	0.78235300088411	0.864332828115644	0.759032909171322
3	0.708237454425674	0.573354306982458	0.25544901882663	0.348547755479515	0.871348189204529	0.655113594420895	0.851753918444084	0.58780108936805	0.820053148053472	0.710159127368218	0.780707232867629	0.822107282586063	0.823974818401427	0.839569229223614	0.448944228898053	0.493119172042256	0.382942915714815	0.333113849251715	0.246858984926004	0.597644264368202	0.958001304087015	0.585866249953534	0.748429394778441	0.256765380658962	0.820468166456049	0.760361278571249	0.897761463043909	0.458117734495613	0.54449543266606	0.555195929281121	0.620462502307008	0.578962658795724	0.582729412367646	0.773181287468015	0.840557559380822	0.884369454325691	0.920109441416041	0.240298826891604	0.844449293363349	0.346853010881911	0.261887973571475	0.368682829434862	0.646010970229902	0.624671138937538	0.870576174110424	0.871468053691292	0.604276587718762	0.777984604816254	0.771192660448292	0.942999321064085	0.330958748846212	0.795555105560891	0.862084837230563	0.481587818408402	0.553732662181078	0.705755339075548	0.786486457104456	0.537537031357453	0.522123194261155	0.0475214439498305	0.811259877576512	0.735521627774706	0.636731179992534	0.871040070641299	0.583615266836374	0.912594169878907	0.178966654285313	0.504259327457351	0.529068032952877	0.792448493041072	0.951308429815119	0.964322352941911	0.678615612365968	0.434911096218693	0.519686489297121	0.788147234439296	0.620111558776939	0.741536164997028	0.671402546834905	0.588866556643103	0.883174551508305	0.81908288989364	0.854478330042737	0.868495294489232	0.494833134813362	0.897963952820805	0.872421790230626	0.406012339925627	0.670767754619584	0.639100828533167
4	0.526970790051362	0.726183118237881	0.749787805355785	0.834659606741195	0.609670922304904	0.712165672659677	0.83946958560163	0.720677565274749	0.930430207661768	0.657050703614498	0.956486710479139	0.41221446303924	0.739906162891266	0.49032801321554	0.813593112098943	0.821358121080672	0.582280556758245	0.845165721530644	0.89738526337565	0.701019390177494	0.713729634884458	0.601800439539195	0.886960822873774	0.689639988920768	0.494362211919783	0.209164344731358	0.533044913373136	0.649996646431892	0.514743545277488	0.644036926026382	0.914873830840535	0.0865153705572549	0.381081900549904	0.55213261840426	0.383191778778566	0.693385551253042	0.475232205986905	0.827742510254071	0.649291885547525	0.966207395708148	0.52924168131068	0.739476962273567	0.820791361529072	0.612450727715731	0.597315719623861	0.353150584152633	0.88986085835336	0.482686481938624	0.861412229757148	0.779403371762497	0.758040920529967	0.519780125645741	0.594661966823615	0.486507528179045	0.77374855036565	0.623488635690765	0.424846609338939	0.771691090490155	0.947366699718264	0.796309400012922	0.858046659379221	0.698467602499142	0.280081064084798	0.678197221562805	0.414353425277759	0.167543864425492	0.7558615576634	0.427381213922302	0.292103111924865	0.72663318586929	0.640360396385103	0.898645832147917	0.891712890281744	0.467247858059837	0.759096442510544	0.146980851852472	0.454694205083768	0.743110356238326	0.743140761052354	0.7750880842246	0.724451095065672	0.54562343046999	0.863988266622609	0.374274566143292	0.679022614295996	0.916219146816966	0.787504394883921	0.595965661737113	0.806059575542074	0.633350367242716
5	0.802647239043945	0.771136124878222	0.831072713348023	0.66192730306809	0.221673498655367	0.710325942759815	-0.324265110766891	0.931489182566505	0.286911875218666	0.178796668221659	0.478799850286318	0.745825248922107	0.883631710029364	0.852090851912011	0.777179622355163	0.852446474048381	0.879510340539338	0.674008065801285	0.870572693435135	0.77871605173975	0.443114391872545	0.846793070332255	0.862721456040098	0.906367505513493	0.438356903532361	0.93621236054536	0.668533819333265	0.812503642615517	0.855569116106422	0.971946281738023	-0.307482448548384	0.971896936943275	0.848333759627922	0.770177565157562	0.727338930228899	0.308165045717173	0.78670834663172	0.888678273626373	0.129137589061471	0.673920966371354	0.861258565026434	0.849613506412289	0.87850003212151	0.972992901025813	0.549424394949594	0.780436990725939	0.667480100203652	0.705232737900811	-0.0267715975779363	0.638257992712953	0.914092105854315	0.606365789182946	0.751512669045605	0.820216116581759	0.838469459216338	0.840201704744884	0.503491443947318	0.817876523061255	0.723401280353809	0.733463309134466	0.302024856905337	0.638457476248614	0.862819004221598	0.543374995893139	0.893175793275276	0.568623510136208	0.759596734368874	0.740132792537604	0.924289805681227	0.680478532945712	0.460726012455103	0.33366867585769	0.640302015063094	0.790294008595822	0.693298433629248	0.8518616056327	0.866305298275891	0.901323728675476	0.597108686603674	0.865475319991366	0.769472366510856	0.668065586407371	0.203825040046111	0.898411324405424	0.949589288325687	-0.0526886518101684	0.863244556674761	0.846466909464204	0.658962689858269	0.880490264246539
6	0.81160837454668	0.629383218848784	0.336208347952823	0.380864983827839	0.91171915360641	0.744775114411256	0.867937367922111	0.524836848832693	0.810904537843009	0.761909827704905	0.751285996288068	0.765963662810744	0.804410624081903	0.849835398769944	0.442070265739443	0.494935879371064	0.351069184663412	0.344859363930468	0.174456990570676	0.638210343205197	0.958516555951081	0.614896805677407	0.74852054929833	0.310046375377973	0.865611849170467	0.748644752014749	0.933078655636301	0.495441263484192	0.475511750927756	0.549577515534902	0.596153747122097	0.614091563421216	0.642706239719095	0.800880699946655	0.876140049716827	0.890046833735275	0.896077687956309	0.258659600969632	0.858881952388182	0.360133547988328	0.3390612944541	0.248430185166611	0.601359761522755	0.587588322335407	0.833651951919581	0.895368009088919	0.61342800402223	0.816198726996888	0.735293007318229	0.952452104784132	0.286620357553164	0.840121846454128	0.885016367840056	0.5061447994261	0.555277167890855	0.646923902274375	0.818307455775769	0.475140821612575	0.461535395570078	0.052736564539953	0.806318111299354	0.737683196619661	0.600353569089314	0.871567722074949	0.539472251600618	0.927105528678365	0.162244895896258	0.510752478477083	0.498249364197341	0.790431307283051	0.933337389400564	0.944104246426026	0.731333458995989	0.568245104319217	0.549649021435174	0.785693567532754	0.599616042949429	0.707743880981294	0.603433106126212	0.534607185984583	0.906854547485313	0.841098261983694	0.85335714223439	0.858201755381641	0.412704345989236	0.922818919043087	0.870637983363033	0.506512578392253	0.624717123091294	0.543800303379402
7	0.556683074774737	0.699325765218413	0.888994314972465	0.582870736143238	0.241637689142258	0.79497741848193	0.467491995329761	0.922851769663377	0.74301992348135	0.365212802735257	0.934310430297199	0.597351222775307	0.911486620983781	0.738032315360233	0.963149180518466	0.843977868154223	0.698728269902038	0.869591954064422	0.877561542078649	0.860432451199553	0.671211595383148	0.794022680222698	0.865007634908471	0.883288142391664	0.467841698500804	0.692199736655509	0.258869335118488	0.797713248793571	0.782012702401136	0.865100201978911	0.681902043493758	0.814672507760731	0.631488468503565	0.48651521354579	0.281399392684762	0.126649962030366	0.665575962621448	0.952354890210593	0.183145904923685	0.931519411453995	0.67861426161958	0.810837403831504	0.966735900666463	0.817495793803904	0.561732237702406	0.797127322204728	0.775598607682917	0.671852076416307	0.564817447150981	0.717591326338649	0.947593789569501	0.622631246662165	0.634161787464302	0.513668825379914	0.831499980742357	0.910866343356643	0.510531699678328	0.91131154529544	0.93140488850681	0.793446071033635	0.834138868218584	0.592949520018045	0.486586019901348	0.312045050489938	0.719326890679198	-0.0578176388021759	0.706767605581893	0.804722348849929	0.57495576792581	0.33497556205123	0.623138806599361	0.589900539016731	0.948678729152211	0.625301844424128	0.698149766272237	0.645675331209182	0.69667334936256	0.817634526441648	0.505692050556852	0.964983794723223	0.898828674474954	0.531200974703764	0.590132679894163	0.788344105999168	0.827761268008052	0.694916555315647	0.860098353074817	0.781318896709238	0.86882007742859	0.624447974046367
8	0.295393483586151	0.149994094451525	-0.476296072866422	0.686652829245093	0.936390368156109	0.159254911128763	0.906736914151625	0.0264142472456038	0.914346710372689	0.80048426269385	0.639842344946368	0.828649071774369	0.647297435655712	0.644988209614404	0.2387319141327	0.368840710141393	0.221253293141145	0.531449681636632	0.27174995443442	0.117278052397496	0.808662125525609	0.293886215355319	0.391757437021376	-0.392631830374793	0.936579541519457	0.312054479532277	0.902675276827971	0.384082024190092	0.435914677952215	-0.0378043025986554	0.807056912508491	-0.190835856426664	0.502140539305442	0.719131636873017	0.715317641070647	0.955657208823979	0.658667878812137	-0.348889032831589	0.93209480830409	0.201586093208823	0.338116060214749	0.589939906282862	0.492039037610587	0.394026209708744	0.820619853412213	0.831870034321687	0.46321313110017	0.559697668886195	0.916336809792772	0.72045092692726	-0.130525624209602	0.829444724081996	0.759866179558139	0.471754789448706	0.425096647600669	0.144878162947219	0.618019259814869	-0.0622064490853664	0.392975962456609	0.417247354908206	0.763500802886951	0.576767382856384	0.381176525264454	0.892097468342536	0.330055236854007	0.902921930789173	0.384923701373138	0.775280871351011	0.578918955940777	0.75503026245289	0.979156739057767	0.876524204672558	0.492659880229171	0.222367591905878	0.557850495480664	0.453817819561217	0.177889357050185	0.685734003851736	0.888230637211272	0.0671885067987787	0.465756399524744	0.846198590316623	0.804214505898198	0.455985238202474	0.274515179571625	0.837281894785148	0.560088019668361	0.539202550161046	0.364877551125832	0.83281400049636
9	0.840044499807982	0.648412736439322	0.363963902255109	0.286894863847489	0.853058160483808	0.819228624968923	0.866389457109217	0.542473046910905	0.800710498200422	0.646409293609257	0.795769794718831	0.765356195086327	0.832957308197956	0.856387463895289	0.488714122536637	0.496817857135608	0.40294910560483	0.421260349865465	0.175278874584193	0.662365881724891	0.936720512203832	0.72585069799681	0.830838448024075	0.42732681818954	0.897752041866824	0.712903007275657	0.885832006944863	0.727726529854328	0.514570269022971	0.626419828501942	0.66737963056905	0.690457559332452	0.623900311360221	0.683190004766188	0.812872299920256	0.868739840457588	0.869475450360653	0.384870600121699	0.826663697862099	0.35403754611666	0.515619572055412	0.470218457974849	0.635777682235062	0.658682619279858	0.817347615652776	0.913890808490126	0.572519658001965	0.846063978826608	0.804074263498726	0.934426285052206	0.383768759853009	0.865135057378313	0.911484105595605	0.393588177848652	0.558122050432218	0.595027368733529	0.836312361698921	0.534793795016675	0.543189353137706	0.153189973466588	0.853289533808614	0.737643386825358	0.519335008650397	0.843139889211726	0.47620362440501	0.839773053202478	0.163952230470536	0.52353398098968	0.490936912629225	0.724251743698267	0.937322533377864	0.943682133766595	0.739331213061827	0.615089663961198	0.661962673951444	0.776597101117134	0.61736751607411	0.744607180101766	0.677042017531511	0.60641582070646	0.937723085691343	0.893227389272913	0.885041469191649	0.830459068863176	0.628064791764342	0.947261583441685	0.935515500012646	0.549426175724899	0.767535305797361	0.675611298539685
10	0.231004569093078	0.0889270267298204	-0.429954541507773	0.667257094158787	0.921504166131085	0.111891020240574	0.894174692850134	-0.0601558061356254	0.894910579997101	0.781597451659235	0.618669542396998	0.841752103126784	0.643177894902609	0.68352298648043	0.245841014156493	0.356487469705787	0.238163081247427	0.586969141595106	0.274990810077962	0.132913328835031	0.779637025671431	0.304077995232552	0.305692524814629	-0.354946407192814	0.926868228527135	0.259682761575696	0.919603386383521	0.413924107916497	0.435806448418172	-0.103106119809682	0.814994060152533	-0.24806735495638	0.543474716625641	0.701622426235175	0.67491557948992	0.943587274601333	0.623611248593653	-0.351600220920254	0.934920411284702	0.171328096104436	0.412526149292894	0.608321260513721	0.491846792508622	0.373896728704966	0.824555554878915	0.800342862584504	0.421973074792495	0.542827024187325	0.919230851410402	0.700586273037296	-0.120698242386383	0.830217729992631	0.74069663757155	0.468805085634321	0.459903451633585	0.0901923423497304	0.585080424697669	-0.0914540450542538	0.384012023679139	0.427138052113657	0.760703289521817	0.574682570950881	0.368469080295379	0.88689051110066	0.315151084160999	0.890537919211616	0.381715474453405	0.833162023776122	0.576619126668577	0.698429233374612	0.96058582387536	0.860618649127188	0.536496613561469	0.264543359095023	0.538335865627209	0.430430915004926	0.132052680370152	0.643926192056903	0.893888245473587	0.0594375736960283	0.440266122386375	0.846876248400905	0.789460145319873	0.360156597330039	0.284035436151559	0.801739577233457	0.5603762385926	0.593117582664256	0.379491629559532	0.818592657036262
