	A_no_bat_NonAdap	A_no_bat_Adap	A_combat_cov_NonAdap	A_combat_cov_adap	A_combat_wo_cov_NonAdap	A_combat_wo_cov_adap	A_combat_wo_cov_NonAdap_nofilter	A_combat_wo_cov_adap_no_filter	B_dwd_bild_f	B_dwd_bild	B_combat_wo_cov_f	B_combat_cov_f	A_dwd_bild_NonAdaptive_f	A_dwd_bild_Adaptive_f
TCGA-AO-A125-01A-11R-A10J-07	0.585156507	0.502391136	0.082193672	0.413349364	0.222583874	0.191558763	0.254751131	0.268291117	0.1259306	0.1240945	0.5659286	0.0842536	0.086097302	0.463715295
TCGA-AO-A126-01A-11R-A10J-07	0.659176565	0.570985809	0.174288648	0.500940143	0.376970437	0.341951267	0.342975067	0.374157725	0.173162	0.1707702	0.6903411	0.1725849	0.173088729	0.578192222
TCGA-AO-A128-01A-11R-A10J-07	0.143580598	0.10946248	0.085139284	0.465860531	0.047453318	0.04410999	0.063076485	0.037225528	0.0236653	0.023967	0.1041888	0.0439568	0.019890989	0.106546652
TCGA-AO-A129-01A-21R-A10J-07	0.254171785	0.205744614	0.019260198	0.243963012	0.369157746	0.351412064	0.323186985	0.331247509	0.1011101	0.1016488	0.4764067	0.1187309	0.020578974	0.107454566
TCGA-AO-A12A-01A-21R-A115-07	0.470574684	0.385508229	0.045787086	0.434068426	0.296446332	0.301795602	0.270716683	0.301923648	0.060644	0.060978	0.3720624	0.1038331	0.033811789	0.32890627
TCGA-AO-A12B-01A-11R-A10J-07	0.573779217	0.365126404	0.103828324	0.391280981	0.182844305	0.192521524	0.2118094	0.212868165	0.1757995	0.173711	0.5900221	0.0755205	0.074186411	0.464693338
TCGA-AO-A12C-01A-11R-A10J-07	0.785890624	0.737586737	0.168124712	0.52501229	0.376566316	0.377627387	0.376285954	0.387155213	0.6262542	0.6244827	0.8014056	0.2645211	0.240471727	0.695728332
TCGA-AO-A12D-01A-11R-A115-07	0.527988049	0.542078062	0.13721876	0.469422836	0.365907	0.291575668	0.327550392	0.333296567	0.6479403	0.6452575	0.7366024	0.7007168	0.045354667	0.331122159
TCGA-AO-A12E-01A-11R-A10J-07	0.3826362	0.297549302	0.066958223	0.451905293	0.347529837	0.362453541	0.323756254	0.366414229	0.2223951	0.2224917	0.5086805	0.1362602	0.033683013	0.320644701
TCGA-AO-A12F-01A-11R-A115-07	0.739897687	0.650131079	0.074020055	0.423702123	0.465256425	0.455227527	0.4353217	0.45825549	0.3364331	0.3332307	0.7810644	0.4504499	0.195238073	0.616184062
TCGA-AO-A12G-01A-11R-A10J-07	0.61711488	0.508206395	0.125165633	0.493206107	0.310716493	0.29374106	0.331824016	0.351395166	0.1792977	0.1771957	0.678768	0.1335855	0.142054234	0.540238511
TCGA-AO-A12H-01A-11R-A115-07	0.531272734	0.398821541	0.092694096	0.42266775	0.197765986	0.204094995	0.236974889	0.236575878	0.1092371	0.1075478	0.5894715	0.0804497	0.071852536	0.425556095
TCGA-AO-A1KO-01A-31R-A13Q-07	0.823663882	0.736708915	0.058824262	0.427669338	0.33611534	0.319769064	0.311789778	0.368199074	0.2109089	0.2110797	0.2771967	0.150029	0.115776206	0.559888714
TCGA-AO-A1KP-01A-11R-A13Q-07	0.564360947	0.384969359	0.122116557	0.426435751	0.231392133	0.202397577	0.225299755	0.250673802	0.0999817	0.0984121	0.519568	0.0751611	0.102779961	0.475811241
TCGA-AO-A1KQ-01A-11R-A13Q-07	0.278546412	0.244800089	0.113864116	0.481915397	0.317338415	0.320596288	0.330370548	0.332767402	0.1529499	0.1512292	0.4962354	0.0731634	0.055490809	0.391055884
TCGA-AO-A1KR-01A-12R-A144-07	0.418983204	0.388895898	0.0495716	0.407244822	0.241538945	0.21138629	0.239334164	0.22608291	0.314632	0.3139649	0.7760974	0.4357144	0.07988374	0.436930782
TCGA-AO-A1KS-01A-11R-A13Q-07	0.455882899	0.360295785	0.123236365	0.455572346	0.042461776	0.049600063	0.051669786	0.065029666	0.0384558	0.0385354	0.1451783	0.0634951	0.066273722	0.425901784
TCGA-AO-A1KT-01A-11R-A13Q-07	0.461168568	0.303985958	0.117370936	0.463787812	0.452443826	0.431183389	0.427079621	0.453200736	0.1375089	0.1354419	0.7614151	0.1077764	0.073844385	0.449073616
TCGA-AQ-A04H-01B-11R-A10J-07	0.81964165	0.77154518	0.194108491	0.570002286	0.199542087	0.205710876	0.257058338	0.27694458	0.590002	0.5887783	0.7471761	0.3994582	0.268275439	0.670446502
TCGA-AQ-A04J-01A-02R-A034-07	0.350225113	0.338410663	0.062885026	0.384952891	0.267372478	0.256594952	0.231077777	0.244002433	0.171397	0.1717228	0.3824576	0.127899	0.0418169	0.328665965
TCGA-AQ-A04L-01B-21R-A10J-07	0.735560888	0.595094375	0.139884442	0.466820037	0.196006774	0.164711624	0.186703059	0.219742415	0.2124067	0.21247	0.4820596	0.1863721	0.171729311	0.544916489
TCGA-AQ-A0Y5-01A-11R-A14M-07	0.667773386	0.638696177	0.177388787	0.51788159	0.436637175	0.442394622	0.434119016	0.440788438	0.6722071	0.6715869	0.7941858	0.5531642	0.173849303	0.615310069
TCGA-AQ-A1H2-01A-11R-A13Q-07	0.372556001	0.210439212	0.138690379	0.455183172	0.18328399	0.212116957	0.237115216	0.215919863	0.1079444	0.1063225	0.5130401	0.0695879	0.050407909	0.381756107
TCGA-AQ-A1H3-01A-31R-A13Q-07	0.547443992	0.496466319	0.122138106	0.483824647	0.325129989	0.301025519	0.264180646	0.307858961	0.2282488	0.2282757	0.4498343	0.1755945	0.051204685	0.381979582
TCGA-AQ-A54N-01A-11R-A266-07	0.3818667	0.454910989	0.140183601	0.433452154	0.281247509	0.256323829	0.311280493	0.291676207	0.1295336	0.1297412	0.7015764	0.2053314	0.109238077	0.497708526
TCGA-AQ-A54O-01A-11R-A266-07	0.407096229	0.269497154	0.118232327	0.477347246	0.285003553	0.244398989	0.286327879	0.305511932	0.1075659	0.1059596	0.6742389	0.0791505	0.062989881	0.405222943
TCGA-AQ-A7U7-01A-22R-A352-07	0.354275487	0.291915317	0.073230808	0.442980067	0.217908524	0.218856498	0.201209122	0.196223754	0.0324553	0.0319477	0.4019447	0.0651397	0.029412905	0.21721575
TCGA-AR-A0TP-01A-11R-A084-07	0.505612798	0.439443034	0.040266313	0.361937108	0.36831963	0.400788535	0.372098056	0.37106369	0.0751235	0.073941	0.5111486	0.132587	0.090614418	0.404887116
TCGA-AR-A0TQ-01A-11R-A084-07	0.683192158	0.619406367	0.16190177	0.506968815	0.356932558	0.362427829	0.373070926	0.367487934	0.8279781	0.8279523	0.8084269	0.5952829	0.124926556	0.551611918
TCGA-AR-A0TR-01A-11R-A084-07	0.589363206	0.438579288	0.141355708	0.467184669	0.057251059	0.050079958	0.102665995	0.096563732	0.1841391	0.1824512	0.397327	0.1431112	0.131509597	0.48879738
TCGA-AR-A0TS-01A-11R-A115-07	0.46705206	0.552917709	0.078887363	0.435137417	0.315927524	0.340867915	0.327212437	0.323277857	0.3205443	0.3202643	0.6021574	0.3830009	0.060333822	0.436259557
TCGA-AR-A0TT-01A-31R-A084-07	0.477891044	0.421743243	0.119920048	0.492076734	0.204191808	0.228062992	0.234270261	0.216227485	0.0653259	0.0645958	0.5556394	0.1196031	0.045634403	0.35254361
TCGA-AR-A0TU-01A-31R-A109-07	0.134551392	0.161916026	0.074338115	0.482192458	0.061958015	0.076293556	0.077172951	0.05638292	0.0226456	0.0225787	0.4429473	0.0709478	0.029258922	0.243282231
TCGA-AR-A0TV-01A-21R-A084-07	0.212422881	0.228210588	0.074008934	0.348609069	0.112805409	0.134828715	0.185500506	0.146101867	0.0284822	0.02815	0.4247512	0.0482062	0.023744693	0.281113127
TCGA-AR-A0TW-01A-11R-A084-07	0.417419952	0.360467007	0.127481547	0.465281726	0.15499834	0.174826535	0.180841458	0.156294075	0.1399708	0.1379637	0.6797425	0.1298881	0.07651714	0.386347187
TCGA-AR-A0TX-01A-11R-A084-07	0.586722668	0.58397558	0.113576494	0.505661915	0.181176557	0.166712283	0.20293982	0.20102815	0.5024094	0.4997788	0.4185543	0.629186	0.080132063	0.420846101
TCGA-AR-A0TY-01A-12R-A115-07	0.63419813	0.567767388	0.115823476	0.430055904	0.329621531	0.319709649	0.375903101	0.361960423	0.4611325	0.4589501	0.8001616	0.1084095	0.18370462	0.622159766
TCGA-AR-A0TZ-01A-12R-A084-07	0.656469592	0.523875947	0.140412879	0.469058435	0.224878806	0.212170768	0.240815379	0.260810289	0.182923	0.1808024	0.3668565	0.1287323	0.12724149	0.535452184
TCGA-AR-A0U0-01A-11R-A109-07	0.215653782	0.238544953	0.055910312	0.36055369	0.198041403	0.200195372	0.187999989	0.168097787	0.1107766	0.1112937	0.3331962	0.0812644	0.019865916	0.106019196
TCGA-AR-A0U2-01A-11R-A109-07	0.621207576	0.555434868	0.153132496	0.503898413	0.143991357	0.144418881	0.225846761	0.193297818	0.288054	0.2851706	0.5813505	0.1256144	0.152672259	0.586597911
TCGA-AR-A0U3-01A-11R-A109-07	0.437162834	0.348191653	0.097664513	0.468699598	0.220268632	0.205391108	0.262953019	0.247544407	0.0681221	0.0669961	0.3166063	0.0829914	0.086076874	0.461019085
TCGA-AR-A0U4-01A-11R-A109-07	0.114262958	0.120034636	0.064520668	0.484714945	0.081518824	0.071480374	0.056025008	0.065344175	0.0069954	0.0070872	0.1731155	0.0462766	0.018906169	0.131864546
TCGA-AR-A1AH-01A-11R-A12D-07	0.440263813	0.532617575	0.05987024	0.365632037	0.203533962	0.120624245	0.131015605	0.189631044	0.1512118	0.151482	0.5784201	0.3015283	0.068757442	0.375867023
TCGA-AR-A1AI-01A-11R-A12P-07	0.280227784	0.221327813	0.080504905	0.491978661	0.123742739	0.132740639	0.125299515	0.114448172	0.0842233	0.0847772	0.2632834	0.0927509	0.037725118	0.274041297
TCGA-AR-A1AJ-01A-21R-A12P-07	0.190426669	0.199716002	0.064092424	0.407953527	0.146068838	0.165298892	0.12219436	0.116149065	0.0535103	0.0540126	0.4086385	0.0582234	0.019577515	0.132108727
TCGA-AR-A1AK-01A-21R-A12P-07	0.376034706	0.316712562	0.060604525	0.442446959	0.289996375	0.3257706	0.301721841	0.303822992	0.0527723	0.0529039	0.3169222	0.1060708	0.033692486	0.278469775
TCGA-AR-A1AL-01A-21R-A12P-07	0.665021832	0.610981394	0.073184513	0.40691637	0.34230212	0.323693313	0.309308132	0.350223485	0.1344166	0.1346566	0.466645	0.1526729	0.102267277	0.497733436
TCGA-AR-A1AM-01A-41R-A22K-07	0.37912492	0.308934044	0.060557604	0.445795579	0.389186827	0.365576462	0.36546687	0.38282134	0.0881157	0.0869186	0.4277448	0.1631637	0.040658062	0.324393007
TCGA-AR-A1AN-01A-11R-A12P-07	0.590556418	0.509955197	0.121069292	0.439758751	0.318011501	0.341315544	0.307119275	0.330697175	0.0522792	0.0521972	0.5598649	0.1063318	0.06663802	0.412991057
TCGA-AR-A1AO-01A-11R-A12P-07	0.272040947	0.236989263	0.033022736	0.338045064	0.277806575	0.288029279	0.253961904	0.256556454	0.0211111	0.021111	0.5156134	0.0706872	0.019642629	0.160773829
TCGA-AR-A1AP-01A-11R-A12P-07	0.64857813	0.64164619	0.11070027	0.467589215	0.444803043	0.425168258	0.376349719	0.422531121	0.1753857	0.1753074	0.6780133	0.0989572	0.067755299	0.417801087
TCGA-AR-A1AQ-01A-11R-A12P-07	0.24603386	0.26161302	0.075565131	0.429991566	0.223957477	0.202993461	0.184344208	0.165249087	0.1271909	0.1276753	0.4765101	0.1490064	0.030415384	0.231767262
TCGA-AR-A1AR-01A-31R-A137-07	0.183587691	0.207070774	0.060749019	0.420917653	0.128936997	0.126256434	0.113247886	0.141108504	0.021045	0.0212859	0.2906179	0.0639643	0.025554574	0.169818001
TCGA-AR-A1AS-01A-11R-A12P-07	0.67564368	0.555254119	0.075003042	0.485668769	0.398973529	0.380161143	0.388192001	0.396450958	0.3073693	0.3048732	0.774933	0.1493413	0.166937327	0.551002979
TCGA-AR-A1AT-01A-11R-A12P-07	0.551532088	0.511729663	0.176928832	0.536273827	0.234871928	0.209073186	0.244129278	0.233688695	0.5271705	0.5247071	0.5215341	0.6196466	0.074344583	0.454869392
TCGA-AR-A1AU-01A-11R-A12P-07	0.430006985	0.35608753	0.065992684	0.417892084	0.376841357	0.377288339	0.343693798	0.377647978	0.1815427	0.1817675	0.5929224	0.1099213	0.044165084	0.343800587
TCGA-AR-A1AV-01A-21R-A12P-07	0.605238025	0.549963322	0.151943626	0.500586365	0.338130556	0.339820262	0.36209198	0.37001317	0.1738303	0.171434	0.5692625	0.1078852	0.157668869	0.56007365
TCGA-AR-A1AW-01A-21R-A12P-07	0.257453563	0.198427782	0.100929215	0.442396883	0.104256885	0.108604479	0.103632963	0.093780055	0.0333603	0.032757	0.2072143	0.0609729	0.0271015	0.173442093
TCGA-AR-A1AX-01A-11R-A12P-07	0.460256369	0.393869024	0.085266131	0.483871536	0.226739746	0.238764801	0.234607197	0.231827975	0.2158724	0.215123	0.4161812	0.2427473	0.047290201	0.326244657
TCGA-AR-A1AY-01A-21R-A12P-07	0.476180316	0.451283011	0.055888377	0.432957877	0.305280191	0.293854306	0.300091371	0.280726714	0.0464119	0.0464417	0.5165612	0.1736619	0.073283269	0.433795745
TCGA-AR-A24H-01A-11R-A169-07	0.266201812	0.206918328	0.126725151	0.470842129	0.116451531	0.13959598	0.176700765	0.14228961	0.1306483	0.1289422	0.3453896	0.0575762	0.039970757	0.345907004
TCGA-AR-A24K-01A-11R-A169-07	0.701441703	0.605750825	0.160356734	0.483874409	0.211322235	0.191389413	0.239008227	0.247413209	0.1276799	0.1257279	0.5595231	0.1016798	0.147458827	0.513869946
TCGA-AR-A24L-01A-11R-A169-07	0.655562799	0.594746324	0.134036548	0.475576246	0.324910517	0.336227707	0.332309972	0.345971114	0.161587	0.1592927	0.6029245	0.1402835	0.102334497	0.53604352
TCGA-AR-A24M-01A-11R-A169-07	0.657496031	0.596527102	0.099833705	0.445612057	0.271221146	0.267072427	0.289807071	0.294847927	0.091824	0.0920156	0.433008	0.1504115	0.114486569	0.517446564
TCGA-AR-A24N-01A-11R-A169-07	0.532356274	0.503290157	0.133334193	0.463809202	0.302107525	0.328045339	0.319825216	0.324015888	0.0695998	0.06968	0.444593	0.074625	0.069702194	0.392053684
TCGA-AR-A24O-01A-11R-A169-07	0.602046122	0.555759836	0.099942148	0.465744623	0.334801516	0.332261393	0.295817008	0.334886969	0.1818629	0.1821439	0.4856961	0.122857	0.068794677	0.436719429
TCGA-AR-A24P-01A-11R-A169-07	0.684413082	0.648762969	0.138310462	0.491649195	0.333469749	0.330860873	0.305902799	0.325189907	0.0830686	0.082569	0.4998735	0.137004	0.123240484	0.488965682
TCGA-AR-A24Q-01A-12R-A169-07	0.738795679	0.75099453	0.133083407	0.480407179	0.459975711	0.456509309	0.455240874	0.440665587	0.1331097	0.1331778	0.5598805	0.1619637	0.207689459	0.640149499
TCGA-AR-A24R-01A-11R-A169-07	0.459496467	0.370989877	0.126899487	0.438351831	0.182976941	0.221414712	0.210746909	0.195961714	0.0689994	0.0679541	0.4851596	0.0904953	0.052054831	0.337944721
TCGA-AR-A24S-01A-11R-A169-07	0.415273114	0.398423343	0.132089972	0.499205476	0.223945659	0.234267694	0.236562768	0.233045066	0.0339597	0.0340278	0.3485969	0.0725343	0.040603487	0.341791508
TCGA-AR-A24T-01A-11R-A169-07	0.698055999	0.609778869	0.096829105	0.457174029	0.307865975	0.292053211	0.288982076	0.303351611	0.1407504	0.1409827	0.5059972	0.1456496	0.100762642	0.493471131
TCGA-AR-A24U-01A-11R-A169-07	0.625315879	0.652426882	0.074786805	0.433315363	0.337498264	0.330014235	0.304905064	0.323366748	0.4448636	0.4425309	0.6345616	0.6640699	0.047920314	0.344773368
TCGA-AR-A24V-01A-21R-A169-07	0.524045712	0.366643562	0.14372327	0.483920902	0.343795901	0.383393893	0.341990103	0.345903953	0.1145675	0.1128388	0.6715514	0.0998219	0.058156636	0.403625268
TCGA-AR-A24W-01A-11R-A169-07	0.597941765	0.590031156	0.042000649	0.415425546	0.402776805	0.400982229	0.355605927	0.41703944	0.0615868	0.0618833	0.5141227	0.1364757	0.055085661	0.379682607
TCGA-AR-A24X-01A-11R-A169-07	0.679862928	0.624746918	0.141229569	0.490526766	0.360331109	0.339422908	0.34590057	0.374770381	0.1411142	0.1390505	0.467456	0.1549421	0.154820667	0.549768343
TCGA-AR-A24Z-01A-11R-A169-07	0.371445427	0.203462732	0.148058525	0.494155448	0.089100144	0.101632028	0.117451198	0.095153761	0.036448	0.0366088	0.240976	0.0616732	0.04620109	0.321800846
TCGA-AR-A250-01A-31R-A169-07	0.628064968	0.572649565	0.152315687	0.506293698	0.304650567	0.325595525	0.303273858	0.316196893	0.4233096	0.4203822	0.6890886	0.3985923	0.12723172	0.555937859
TCGA-AR-A251-01A-12R-A169-07	0.078511267	0.087606742	0.011416718	0.183917434	0.238109248	0.248996364	0.24537275	0.245712158	0.0085879	0.0085293	0.4807899	0.0419124	0.01435112	0.05937429
TCGA-AR-A252-01A-11R-A169-07	0.416882264	0.373838757	0.090065291	0.44063807	0.107662217	0.144745564	0.115889356	0.130758886	0.1472043	0.1476008	0.3131562	0.0546627	0.038699409	0.322851952
TCGA-AR-A254-01A-21R-A169-07	0.680178763	0.628773958	0.1454058	0.511231737	0.390990276	0.401256304	0.409257378	0.396301577	0.5324201	0.5298643	0.6388154	0.5416349	0.102457108	0.516283995
TCGA-AR-A255-01A-11R-A169-07	0.338338306	0.306548944	0.101977405	0.472261032	0.266949086	0.269512445	0.25251443	0.272018805	0.0990821	0.0996224	0.3408795	0.1042246	0.03702378	0.28634265
TCGA-AR-A256-01A-11R-A169-07	0.565481119	0.403541645	0.074058697	0.469350081	0.335071703	0.339940123	0.323279213	0.319917581	0.2026339	0.2028407	0.5256718	0.1602664	0.065172653	0.414425992
TCGA-AR-A2LE-01A-11R-A180-07	0.75260007	0.64454996	0.13672717	0.501841639	0.215001284	0.217293587	0.262652002	0.25978418	0.1372124	0.1352478	0.6219791	0.1058899	0.193818847	0.602427469
TCGA-AR-A2LH-01A-31R-A18M-07	0.357975378	0.270027839	0.04610464	0.38095674	0.388767675	0.378022322	0.332654726	0.369050842	0.0465577	0.0468189	0.4907013	0.1303241	0.024998429	0.166689968
TCGA-AR-A2LJ-01A-12R-A19W-07	0.642297065	0.55055836	0.146936213	0.52304453	0.365498509	0.351146737	0.361709614	0.381565503	0.4400846	0.4381675	0.5445833	0.6650979	0.128001219	0.535283506
TCGA-AR-A2LK-01A-11R-A180-07	0.248679342	0.18445367	0.097963323	0.469683397	0.151453288	0.197989236	0.204765663	0.18500535	0.0768794	0.0757997	0.3726547	0.060863	0.043460331	0.343864768
TCGA-AR-A2LL-01A-11R-A180-07	0.452830707	0.351042897	0.137311806	0.48525847	0.225321416	0.202058815	0.244757182	0.258158349	0.1337124	0.1317633	0.3983256	0.1309889	0.070555513	0.445506316
TCGA-AR-A2LM-01A-11R-A180-07	0.617592665	0.533044933	0.082433595	0.465807338	0.329382469	0.283598453	0.293481993	0.332286989	0.0834175	0.0835664	0.3725391	0.1406893	0.091231235	0.462633684
TCGA-AR-A2LN-01A-21R-A18M-07	0.405470031	0.379259494	0.046322314	0.424593403	0.29365367	0.267548421	0.252401469	0.299974209	0.0978707	0.0984161	0.3047507	0.1087077	0.040387902	0.349214557
TCGA-AR-A2LO-01A-31R-A18M-07	0.407482058	0.276086349	0.065217775	0.438914997	0.369147926	0.345275946	0.336229089	0.369177689	0.1321613	0.1325962	0.4452021	0.0846023	0.052527614	0.375758725
TCGA-AR-A2LQ-01A-22R-A18M-07	0.736645683	0.731166047	0.080578801	0.482334777	0.364466041	0.338823146	0.303906131	0.358097478	0.2702805	0.270104	0.5436372	0.2806602	0.089640194	0.487613621
TCGA-AR-A2LR-01A-12R-A18M-07	0.627749826	0.541695914	0.021332694	0.16898772	0.306781242	0.351424165	0.293421915	0.287776784	0.0686085	0.0688322	0.4956446	0.12111	0.066171591	0.491343659
TCGA-AR-A5QM-01A-11R-A27Q-07	0.413552799	0.415315517	0.079888835	0.471796751	0.371746236	0.35030066	0.323954025	0.357087109	0.076306	0.0765722	0.4440877	0.1631057	0.045868421	0.352275659
TCGA-AR-A5QN-01A-12R-A28M-07	0.509538759	0.381185314	0.118289256	0.478821452	0.34650037	0.314827447	0.305442768	0.343722236	0.2438542	0.2437196	0.621231	0.1816192	0.052180472	0.408579739
TCGA-AR-A5QP-01A-11R-A28M-07	0.553640055	0.438431035	0.11396043	0.526391566	0.370637495	0.350000327	0.339506005	0.379345261	0.11631	0.1166388	0.4884535	0.1199305	0.067836603	0.428042587
TCGA-AR-A5QQ-01A-11R-A28M-07	0.276515616	0.231000246	0.00924976	0.039887234	0.474075758	0.471192946	0.441546604	0.454314187	0.0377649	0.0372726	0.7479967	0.0897949	0.199819122	0.192509541
TCGA-B6-A0I1-01A-11R-A21T-07	0.320917445	0.340701281	0.084868256	0.437607063	0.360770866	0.387161192	0.406373559	0.360277316	0.390487	0.3888639	0.8348895	0.3147943	0.06403809	0.482203351
TCGA-B6-A0I2-01A-11R-A034-07	0.098279177	0.073667907	0.053232053	0.372249592	0.032874599	0.031407696	0.036665465	0.028604419	0.0071661	0.0072277	0.0699313	0.0491519	0.024015189	0.094484584
TCGA-B6-A0I5-01A-11R-A034-07	0.38891485	0.377717824	0.094247168	0.417160249	0.432076907	0.381180657	0.405182266	0.431343549	0.1457118	0.1440747	0.7508291	0.1465106	0.063757441	0.374167358
TCGA-B6-A0I6-01A-11R-A034-07	0.474441186	0.542140948	0.085622417	0.356386335	0.320472115	0.297685265	0.291465874	0.293858765	0.0511167	0.0510807	0.4516512	0.0739041	0.089766135	0.487509982
TCGA-B6-A0I8-01A-11R-A034-07	0.643728993	0.581249912	0.155027844	0.514561897	0.31675471	0.314776698	0.338152389	0.348702262	0.4245853	0.4222226	0.6517414	0.1800113	0.201451442	0.619745949
TCGA-B6-A0I9-01A-11R-A034-07	0.46462122	0.418329843	0.138079098	0.468512334	0.336174212	0.340172827	0.368584614	0.372622973	0.5563702	0.5547441	0.7178277	0.3735978	0.080550259	0.463179615
TCGA-B6-A0IA-01A-11R-A034-07	0.452999985	0.308604185	0.09926253	0.432958847	0.315994401	0.271669519	0.335599264	0.32799157	0.1299027	0.128575	0.6589099	0.1056933	0.066163814	0.390141929
TCGA-B6-A0IB-01A-11R-A034-07	0.506659865	0.312897483	0.126100172	0.457072707	0.298514855	0.256315472	0.284222041	0.296399127	0.0505663	0.0502663	0.4707196	0.0812582	0.107723412	0.459826239
TCGA-B6-A0IC-01A-11R-A034-07	0.472178422	0.392556516	0.099156096	0.417626576	0.101920506	0.075936032	0.170254949	0.175130035	0.0811858	0.079904	0.2575301	0.079852	0.058971568	0.383051012
TCGA-B6-A0IE-01A-11R-A034-07	0.421037534	0.278870475	0.102783091	0.448195285	0.243881276	0.223902547	0.26623766	0.284278685	0.0851562	0.0848058	0.6077707	0.0817545	0.071041002	0.385482508
TCGA-B6-A0IG-01A-11R-A034-07	0.597772302	0.508782272	0.157029432	0.483561408	0.383565454	0.365056323	0.378299125	0.364834199	0.5017268	0.4990303	0.5557026	0.5134102	0.096587472	0.507518777
TCGA-B6-A0IH-01A-11R-A115-07	0.647526682	0.548484242	0.067335938	0.439751201	0.245905725	0.236093817	0.235169779	0.244826186	0.0768991	0.077337	0.2809978	0.1326062	0.078874997	0.422076663
TCGA-B6-A0IJ-01A-11R-A034-07	0.139202175	0.124122628	0.075024536	0.417326535	0.131213419	0.099622135	0.121086496	0.089791118	0.0092411	0.0093001	0.1546354	0.0478443	0.02619605	0.170712155
TCGA-B6-A0IK-01A-12R-A056-07	0.560158484	0.521802013	0.045730973	0.343956489	0.428315365	0.388730852	0.433799373	0.447631115	0.2760121	0.2731083	0.7941277	0.1730376	0.139396836	0.457517379
TCGA-B6-A0IM-01A-11R-A034-07	0.626025153	0.395505819	0.125908029	0.475091017	0.281693404	0.294283825	0.300673586	0.299931381	0.158131	0.1571964	0.6538968	0.1641025	0.092417429	0.474389449
TCGA-B6-A0IN-01A-11R-A034-07	0.516743804	0.448399678	0.128646153	0.482834749	0.297900775	0.308351484	0.268882245	0.279692381	0.4344985	0.4316837	0.7208895	0.2518856	0.094477123	0.4802054
