"","erk"
"X184A1",0.498813538090381
"X184B5",0.473994280945559
"X21MT1",0.379545080676167
"X21MT2",0.287894851325364
"X21NT",0.392304773024501
"X21PT",0.384262752706516
"X600MPE",0.690398329931467
"AU565",0.763679468161648
"BT474",0.79119941171704
"BT483",0.712531630168292
"BT549",0.532232698534684
"CAMA1",0.786423357000289
"EFM192A",0.853402042269019
"EFM192B",0.798899308036091
"EFM192C",0.830820070183509
"HCC1143",0.429012983251258
"HCC1395",0.557747171126028
"HCC1419",0.792554062169509
"HCC1428",0.818194357667263
"HCC1569",0.36742277384157
"HCC1599",0.599009343817769
"HCC1806",0.403661778990824
"HCC1937",0.506370118874652
"HCC1954",0.499795246051168
"HCC202",0.5512581397684
"HCC2218",0.718369183340647
"HCC3153",0.442123971126373
"HCC38",0.505669840919912
"HCC70",0.546800970245505
"HS578T",0.350852051567271
"JIMT1",0.604756455819138
"LY2",0.862474534152289
"MB157",0.111814429482904
"MCF10A",0.39035530340302
"MCF10F",0.0253945545963155
"MCF12A",0.283823603497483
"MCF7",0.837022694539194
"MDAMB134VI",0.653225651470438
"MDAMB175",0.532190991726565
"MDAMB231",0.507364619329637
"MDAMB361",0.694063114451553
"MX1",0.259479477770519
"SKBR3",0.746494590817947
"SUM1315",0.513912524127222
"SUM149PT",0.451071030717412
"SUM225CWN",0.584599990225974
"SUM229PE",0.552103205618111
"SUM52PE",0.76768199184943
"T47D",0.816538499033205
"T47D.Kbluc",0.740439578377495
"UACC812",0.774270870003144
"UACC893",0.833240916945316
"ZR751",0.755404993622177
"ZR7530",0.803191121569421
"ZR75B",0.729081561302103
