"","erk"
"GFP.1",0.000710421958247984
"GFP.2",-0.0102061513738605
"GFP.3",0.00126775198868544
"GFP.4",0.0020287147118229
"GFP.5",0.0110508924324404
"GFP.6",0.012390304149985
"GFP.7",-0.00526508330715344
"GFP.8",-0.00859694171573769
"GFP.9",-0.0127386467889053
"GFP.10",-0.00977583162096832
"GFP.11",0.0135200142767142
"GFP.12",0.00567490758622749
"ERK.1",0.984646828433332
"ERK.2",0.989528991699322
"ERK.3",0.975956530998983
"ERK.4",0.989035786235938
"ERK.5",0.993326296839929
"ERK.6",0.987458550379653
